example_id,base_id,base_context,predicate,base_scenario,evidence_shift,scenario_text,question_format,abstain_variant,question,option_A,option_B,option_C
739,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who sat closer to the door?,X,Y,
740,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who sat closer to the door?,X,Y,Cannot determine
741,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X sat closer to the door?,Yes,No,
742,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X sat closer to the door?,Yes,No,Cannot determine
743,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y sat closer to the door?,Yes,No,
744,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y sat closer to the door?,Yes,No,Cannot determine
745,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who sat closer to the door?,X,Y,
746,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who sat closer to the door?,X,Y,Cannot determine
747,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X sat closer to the door?,Yes,No,
748,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X sat closer to the door?,Yes,No,Cannot determine
749,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y sat closer to the door?,Yes,No,
750,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y sat closer to the door?,Yes,No,Cannot determine
751,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who sat closer to the door?,X,Y,
752,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who sat closer to the door?,X,Y,Cannot determine
753,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X sat closer to the door?,Yes,No,
754,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X sat closer to the door?,Yes,No,Cannot determine
755,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y sat closer to the door?,Yes,No,
756,42,X and Y were invited to the same meeting.,sat closer to the door,X and Y were invited to the same meeting. sat closer to the door,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y sat closer to the door?,Yes,No,Cannot determine
757,43,X and Y were invited to the same meeting.,received the first envelope,X and Y were invited to the same meeting. received the first envelope,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who received the first envelope?,X,Y,
758,43,X and Y were invited to the same meeting.,received the first envelope,X and Y were invited to the same meeting. received the first envelope,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who received the first envelope?,X,Y,Cannot determine
759,43,X and Y were invited to the same meeting.,received the first envelope,X and Y were invited to the same meeting. received the first envelope,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X received the first envelope?,Yes,No,
760,43,X and Y were invited to the same meeting.,received the first envelope,X and Y were invited to the same meeting. received the first envelope,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X received the first envelope?,Yes,No,Cannot determine
761,43,X and Y were invited to the same meeting.,received the first envelope,X and Y were invited to the same meeting. received the first envelope,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y received the first envelope?,Yes,No,
